# ID RA(J2000) DEC(J2000) Z E_Z
         839   18.9178750   33.4479444 -0.00061973  0.00002687
         704   18.9366126   33.2896276  0.12088333  0.00025667
         384   19.0534167   33.4991111 -0.00070634  0.00003839
         202   19.0034023   33.4884491  0.12097000  0.00017667
        1156   19.0310331   33.2614923  0.03356333  0.00009000
        1302   19.1725817   33.3858074  0.12184333  0.00018333
         983   18.9047813   33.2727072  0.08462667  0.00030333
         222   19.2099187   33.2187890  0.06093333  0.00021667
         578   19.2838390   33.5198081  0.06893333  0.00019333
        1440   18.9457718   33.2260654  0.12431667  0.00023000
         396   19.0618333   33.6246194  0.12362666  0.00020667
        1309   19.2134372   33.4911668  0.10447333  0.00024000
        1020   18.8873258   33.5729889  0.03540333  0.00036333
        1458   19.2187500   33.4703333 -0.00064394  0.00003075
          45   19.1184583   33.3426389 -0.00056810  0.00001235
         358   18.9981349   33.6645379  0.23568000  0.00024333
        1226   19.1046667   33.4254444 -0.00059883  0.00000996
         492   19.0194072   33.3706186  0.22344001  0.00044333
        1275   19.2966125   33.3320233  0.06670333  0.00022000
        1091   19.2141250   33.3798056 -0.00060368  0.00001247
         393   19.0004643   33.6603578  0.05590000  0.00013000
         598   19.0280310   33.6458552  0.12429333  0.00019333
         397   19.1216250   33.4963333 -0.00070175  0.00001302
        1043   19.3416929   33.5292279  0.09851667  0.00014333
         353   19.0736727   33.4287948  0.11979666  0.00018333
         124   19.3046341   33.2080676  0.14404666  0.00017667
         271   19.2573283   33.6646271  0.03142000  0.00018333
        1057   18.9790040   33.2112216  0.05976667  0.00012000
         441   18.9664877   33.2177731  0.14027333  0.00021667
        1254   18.9924321   33.3302508  0.10538667  0.00015333
        1125   19.1726627   33.2157892  0.13873333  0.00017333
         112   19.1602500   33.5110278 -0.00067701  0.00001364
         899   19.0919167   33.2872500 -0.00069079  0.00000838
         170   19.0773010   33.2590847  0.09117000  0.00017667
        1317   19.0227347   33.3236163  0.04920000  0.00017333
          32   19.0362083   33.5660000 -0.00069266  0.00001023
        1353   19.1467693   33.5121362  0.08386666  0.00026000
        1051   19.1059003   33.2803463  0.18240000  0.00043333
        1453   19.2327290   33.4055019  0.13216667  0.00039000
        1153   19.2685893   33.3837242  0.09851667  0.00014333
         848   19.2182563   33.4459720  0.14390001  0.00027667
         309   19.0446667   33.2418889 -0.00058090  0.00001918
        1164   19.0715699   33.2074469  0.10572000  0.00023000
        1200   19.0528927   33.5501267  0.02574333  0.00026333
         677   18.8871297   33.3699520  0.10477667  0.00018333
        1511   19.2407721   33.2009476  0.08310000  0.00017333
         962   18.9622917   33.3938611 -0.00064940  0.00003768
         988   19.2257083   33.5175000 -0.00066538  0.00001722
         938   18.9240833   33.4161944 -0.00062641  0.00001016
         729   18.9652500   33.3768333 -0.00064919  0.00004385
        1463   19.0123057   33.5399356  0.05371667  0.00008333
        1535   19.0010417   33.4507500 -0.00065774  0.00002884
         366   19.1748333   33.5065278 -0.00063347  0.00001494
        1455   19.2222917   33.4242778 -0.00055615  0.00003679
        1412   19.0078274   33.4192156  0.00620000  0.00013000
         702   19.1175088   33.4706067  0.10306667  0.00017667
         965   19.0346791   33.5199549  0.09089334  0.00013000
         651   19.1144167   33.5237500 -0.00066769  0.00001740
         827   19.0115833   33.5135278 -0.00065567  0.00001184
         719   19.2912056   33.2661576  0.13840000  0.00017333
         640   18.9467726   33.2880166  0.11348667  0.00020333
         252   19.2411150   33.5458069  0.06953000  0.00011333
         755   19.2084851   33.6547021  0.15756667  0.00021667
         370   18.9132807   33.4686450  0.07198000  0.00027333
         572   18.9173420   33.5144198  0.13673334  0.00017333
         126   19.1350843   33.3370500  0.08610000  0.00021667
          51   18.9369476   33.2335744  0.14286999  0.00019000
         275   19.3445514   33.2712436  0.07360000  0.00017333
          41   19.3389304   33.2850290  0.11662000  0.00024333
         241   18.9364301   33.3191309  0.11754000  0.00021333
        1571   18.9488750   33.4607500 -0.00064779  0.00001107
         806   19.2491494   33.5301493  0.11644667  0.00038667
         599   19.2033750   33.4775556 -0.00060899  0.00001713
         454   18.9109167   33.3860278 -0.00064362  0.00002366
         238   19.3068286   33.2462802  0.05295667  0.00022000
         488   18.9693637   33.6280094  0.17170334  0.00020667
         604   18.9883297   33.5287300  0.07851333  0.00020333
         198   19.1764583   33.3825000 -0.00060676  0.00002350
          19   19.2708737   33.5544695  0.07630000  0.00014000
         232   19.0142837   33.4764506  0.07081667  0.00020000
         807   19.2008333   33.3705000 -0.00058480  0.00001076
        1048   18.9229364   33.2664921  0.11500000  0.00030667
         541   19.1733750   33.3614722 -0.00061182  0.00002537
         705   19.2212917   33.3495833 -0.00060868  0.00001197
         537   19.2354011   33.3068029  0.09983000  0.00016333
         299   19.2253883   33.6559222  0.09936666  0.00021667
         949   19.0858333   33.3881944 -0.00063428  0.00002172
         927   19.1651029   33.3450602  0.07470000  0.00013000
        1123   19.1671068   33.2332218  0.08180000  0.00020000
         882   19.2318499   33.3570342  0.16883333  0.00020000
         173   19.3140833   33.4728056 -0.00067094  0.00001251
        1296   19.0892083   33.4201111 -0.00068469  0.00003789
        1327   19.0366119   33.4384898  0.05770667  0.00011000
        1142   18.9869583   33.4768889 -0.00067412  0.00001058
         137   19.2290000   33.4995000 -0.00062900  0.00001109
         562   18.9161534   33.2406158  0.07692000  0.00033000
         159   18.9369490   33.2859690  0.08543333  0.00026000
         602   19.2393750   33.4206111 -0.00062417  0.00001160
         940   19.2439251   33.5990954  0.25394666  0.00033000
         767   19.2708468   33.4048504  0.17657000  0.00013333
        1341   19.1284080   33.2591830  0.12216666  0.00017333
         714   19.1028333   33.3945556 -0.00059985  0.00000928
         294   19.1178333   33.3307222 -0.00059056  0.00001536
         892   19.0214621   33.5528611  0.14784333  0.00033667
         369   19.3509631   33.5697608  0.16680001  0.00013000
         243   18.9981224   33.3293327  0.09801666  0.00014000
        1371   19.0247997   33.5905346  0.09726667  0.00013000
        1093   19.2524167   33.5103611 -0.00063924  0.00000980
        1545   19.1375903   33.5255237  0.07596000  0.00017667
         813   19.1701667   33.4701667 -0.00065062  0.00001827
        1010   19.2112848   33.5757785  0.10383333  0.00030333
        1250   19.3380619   33.4626548  0.15052333  0.00024000
         377   18.9325417   33.3540833 -0.00068633  0.00003858
          28   19.2633333   33.5158611 -0.00064519  0.00001900
         475   18.9470471   33.4911237  0.09964667  0.00012667
         214   19.0469160   33.6511330  0.12475333  0.00030333
         793   19.1857500   33.4773333 -0.00065450  0.00001407
         904   19.1133342   33.6092093  0.10264666  0.00024333
         166   18.9002053   33.5301696  0.10689667  0.00015333
        1089   19.1768410   33.3649939  0.04600000  0.00017333
        1072   19.3530415   33.2528189  0.07869667  0.00022667
         391   19.2628750   33.4621944 -0.00064531  0.00001626
        1502   18.9343725   33.6361786  0.09486333  0.00019333
         517   19.0334289   33.2363369  0.05101667  0.00029333
        1366   18.8971735   33.5233455  0.02420000  0.00021667
         300   19.0230629   33.4905441  0.03059667  0.00021333
        1563   19.3505092   33.6074105  0.03603333  0.00005667
         498   19.1939167   33.5296389 -0.00069648  0.00002128
        1001   19.2863919   33.5340882  0.10913333  0.00029000
         870   18.9936945   33.2141450  0.05658667  0.00011000
         355   19.1682917   33.5099167 -0.00065938  0.00002271
         960   18.9557782   33.2818708  0.05810000  0.00018667
         585   19.0610833   33.5489444 -0.00066258  0.00002210
         801   19.0956474   33.2764561  0.06174333  0.00013000
         685   19.0742072   33.5163861  0.09765667  0.00030667
         781   19.1944583   33.4914444 -0.00058337  0.00002158
         668   18.9271222   33.4253165  0.10433333  0.00017333
         779   19.3034358   33.2963405  0.18702666  0.00029333
        1473   18.9445332   33.2940826  0.15267000  0.00025667
         970   19.2207500   33.4553333 -0.00062077  0.00000939
         948   19.2568948   33.2053198  0.12461000  0.00020000
         516   18.9443333   33.4708056 -0.00065536  0.00001084
        1234   18.9703333   33.4790556 -0.00067245  0.00001202
         471   19.0666800   33.2605557  0.06055667  0.00011667
         372   19.0515143   33.2595479  0.06316000  0.00016000
         584   19.2263859   33.4147469  0.04695667  0.00026000
        1414   19.1035417   33.4651667 -0.00064607  0.00001148
         619   18.9640000   33.3698889 -0.00065193  0.00001911
         859   19.3147324   33.5956768  0.00468667  0.00013000
        1264   18.8985915   33.3271482  0.04091333  0.00014000
        1185   19.1590536   33.6045435  0.17678334  0.00021333
         458   18.9830417   33.4655833 -0.00068472  0.00000902
         689   19.2865589   33.4321140  0.15808333  0.00020667
         247   19.1148333   33.4430278 -0.00060586  0.00001411
        1609   19.2654764   33.6453475  0.08641667  0.00013333
        1255   19.1231395   33.4584802  0.10126334  0.00014333
         425   19.3507452   33.6665371  0.10530000  0.00021667
         515   19.2658528   33.3898391  0.13666333  0.00029333
        1614   19.0412500   33.5734722 -0.00072393  0.00003960
         121   19.0609828   33.6699759  0.03183000  0.00022667
        1126   19.1114470   33.6263756  0.22390001  0.00034667
         615   18.9907146   33.4401012  0.11730000  0.00017333
        1135   19.2628072   33.2118075  0.04190333  0.00021333
         486   19.0613958   33.6263570  0.07878666  0.00020667
         643   19.1887500   33.5238056 -0.00062858  0.00001528
         483   19.1690033   33.6564176  0.12869667  0.00029000
         896   19.1815096   33.3125004  0.07824667  0.00013000
          93   19.0908386   33.4231233  0.16723667  0.00028667
        1533   18.9599969   33.2564075  0.10273000  0.00025000
         394   19.2705542   33.5457437  0.10037667  0.00028333
         354   19.0703740   33.5256987  0.05355000  0.00013333
         908   18.9394583   33.3986111 -0.00059815  0.00003040
        1092   19.0162895   33.4750815  0.07967333  0.00010000
        1323   19.2984555   33.4427940  0.05545000  0.00014000
        1113   19.1662012   33.5065652  0.05833667  0.00017000
        1027   19.2077083   33.3453333 -0.00060904  0.00001047
         811   19.1567500   33.4136944 -0.00065929  0.00002719
        1432   19.3507553   33.5111853  0.05798000  0.00025000
          22   19.2262083   33.4578889 -0.00063400  0.00001133
         433   19.2812688   33.3910063  0.19299001  0.00028667
         852   19.0655714   33.2486010  0.09595667  0.00020000
        1522   18.9210475   33.4073329  0.06615333  0.00017333
        1008   19.2623308   33.4911000  0.07213000  0.00021667
        1198   19.2590417   33.3813333 -0.00060693  0.00001283
        1605   19.3266549   33.3487260  0.09776000  0.00020000
        1483   18.9583333   33.3736389 -0.00067346  0.00003539
         954   19.0243278   33.3566766  0.05787667  0.00014333
         605   19.2500417   33.3920833 -0.00059635  0.00003746
         573   19.2141698   33.4752634  0.14056666  0.00021667
         742   19.1883720   33.3108765  0.09491666  0.00007333
         485   19.1364005   33.4745065  0.12749666  0.00026333
        1266   19.1009303   33.4789309  0.14496000  0.00023333
         266   18.9467761   33.6317147  0.05649000  0.00017667
         114   19.1129583   33.3762778 -0.00061003  0.00001123
         931   19.0119291   33.4277789  0.15744667  0.00024333
         964   19.1384405   33.4420530  0.11516333  0.00014000
        1110   19.2371379   33.6075864  0.18434000  0.00017333
        1183   19.0934185   33.2475943  0.08040334  0.00022000
        1382   19.3459283   33.4277670  0.13501666  0.00016333
         829   19.2417083   33.4185000 -0.00061678  0.00001403
        1017   19.0290801   33.4458925  0.08234667  0.00029333
         352   19.0946779   33.2254784  0.21580666  0.00024333
        1615   19.0789091   33.3940198  0.25048333  0.00043667
         231   19.1976130   33.3802015  0.05780000  0.00014667
         928   19.3189767   33.4133769  0.02880667  0.00019333
        1047   19.3320921   33.5792972  0.12740000  0.00022667
        1097   19.2654086   33.5367450  0.18514334  0.00016333
        1518   19.1200000   33.4337500 -0.00065506  0.00000982
         601   18.9268296   33.5503827  0.12287667  0.00022000
         720   18.9491667   33.4548333 -0.00061718  0.00001977
         340   19.2812771   33.5113131  0.16026667  0.00021667
         751   18.9230965   33.5952561  0.15120333  0.00043667
        1214   19.0395216   33.5009087  0.10467333  0.00021333
        1442   19.0525587   33.6251166  0.15621667  0.00024333
           8   19.1722634   33.2819524  0.11872666  0.00026333
         383   19.0331143   33.4743184  0.09200000  0.00013000
          91   19.3229060   33.4987820  0.17160666  0.00019333
         130   19.1695077   33.3996967  0.15369999  0.00021667
         440   18.9023450   33.5765945  0.08551667  0.00024000
        1291   19.2539343   33.6546971  0.16746667  0.00017333
         527   19.0118750   33.3757778 -0.00057706  0.00003801
         682   19.2077464   33.2999666  0.03307333  0.00013000
         823   18.8917389   33.4465234  0.02385667  0.00027333
         726   19.0304583   33.5080278 -0.00062164  0.00002467
        1190   19.1644583   33.4000278 -0.00060652  0.00004097
         618   19.0732500   33.3881667 -0.00061479  0.00003538
        1288   18.8855547   33.3933348  0.08571666  0.00022667
        1115   19.1635000   33.3178333 -0.00058287  0.00001871
         661   19.2289146   33.4775611  0.03578333  0.00020000
        1616   19.2535000   33.4358333 -0.00064043  0.00001058
         819   19.0236250   33.4395000 -0.00072230  0.00003361
         561   18.8901848   33.6054785  0.09750000  0.00032667
         895   18.8877112   33.5946009  0.10983333  0.00020667
         344   19.3372575   33.4863977  0.08055667  0.00024000
        1570   19.3173500   33.4773038  0.21518667  0.00036667
        1474   18.9911667   33.3683611 -0.00057003  0.00001649
          18   19.1134724   33.5711533  0.10859333  0.00023333
         913   18.9093642   33.2104823  0.17477667  0.00020333
        1512   19.0875833   33.3062778 -0.00069223  0.00003048
          43   19.0798907   33.4221751  0.06763333  0.00019000
        1094   19.1465000   33.3784722 -0.00063136  0.00001020
        1542   19.1689167   33.5366944 -0.00064901  0.00001358
         586   19.3004527   33.4145571  0.05279000  0.00061667
        1087   19.2068860   33.5105674  0.06536666  0.00020667
        1489   19.2322028   33.2806338  0.09811000  0.00018333
        1109   19.0914249   33.5816674  0.06872334  0.00014333
         708   18.9169243   33.6589340  0.11851333  0.00020333
         754   19.0489279   33.5071364  0.09786667  0.00017333
        1299   19.1463333   33.3687500 -0.00066942  0.00000910
         375   18.9561393   33.6309432  0.04482667  0.00012667
         127   19.2156667   33.4822222 -0.00061590  0.00001022
        1062   19.1001725   33.3469959  0.13123333  0.00026000
        1298   19.0458876   33.4898253  0.07442000  0.00020000
         276   19.0353410   33.2495244  0.08933333  0.00017333
        1132   19.2503333   33.4525000 -0.00060296  0.00001262
         163   19.3303882   33.3357171  0.02270000  0.00008667
         886   19.1301463   33.5645160  0.13730000  0.00026000
        1166   19.2216347   33.5014326  0.08988000  0.00018333
         802   19.0057349   33.5226607  0.13444000  0.00024000
        1230   18.9092920   33.3373986  0.06680667  0.00015333
         973   19.0697500   33.4344722 -0.00069854  0.00004328
        1476   19.0873333   33.3546944 -0.00063486  0.00002706
        1625   19.0107980   33.4333835  0.04898667  0.00021667
          82   19.1494267   33.2668394  0.07894333  0.00018333
        1577   19.1914167   33.6278889 -0.00061187  0.00001477
         149   18.9072398   33.6655828  0.11060000  0.00021667
         707   18.9813929   33.4918969  0.08242000  0.00025000
         138   18.9709877   33.4304083  0.09663333  0.00019333
         630   19.0255256   33.5204498  0.09346667  0.00030333
        1204   19.1754167   33.5719444 -0.00066768  0.00001381
        1576   19.1404870   33.3032130  0.12119666  0.00022000
         277   19.0829167   33.3831389 -0.00057525  0.00000847
         868   19.1561667   33.4719444 -0.00064323  0.00003732
        1621   19.2291292   33.3672860  0.09573000  0.00029000
         700   19.2844703   33.4725469  0.07357667  0.00026000
         669   18.9795529   33.4033533  0.03752333  0.00024667
        1086   19.1405000   33.4833889 -0.00063590  0.00003332
         506   19.0010951   33.4861501  0.06470000  0.00021667
          64   18.9038272   33.3678041  0.01857667  0.00017000
        1293   18.8883842   33.2291434  0.02514000  0.00014000
          68   18.9738910   33.5947087  0.09364000  0.00024333
        1106   19.1312658   33.5599306  0.12903000  0.00023333
         625   19.1705880   33.2892812  0.06140000  0.00012667
         998   19.1689005   33.6255620  0.13695666  0.00026000
         881   18.9899167   33.3536389 -0.00063305  0.00001997
         703   19.0129384   33.2820118  0.12610000  0.00021667
         772   19.2462586   33.2238260  0.11710000  0.00026000
        1099   18.9384251   33.5731840  0.04124667  0.00019333
         611   19.0530417   33.6029444 -0.00065757  0.00001027
         360   19.1510370   33.2722539  0.12516667  0.00018667
         876   18.8917510   33.2929559  0.06912667  0.00019000
        1285   19.0330760   33.5094239  0.24428667  0.00039333
         863   19.1068964   33.5150401  0.23744000  0.00025667
        1479   19.1652111   33.6648246  0.02956667  0.00013000
        1589   19.0024729   33.3207305  0.05087000  0.00016333
        1411   18.9496116   33.5329605  0.04886000  0.00011667
           5   19.1245417   33.3867222 -0.00064655  0.00001161
        1573   19.2263820   33.2902722  0.08542334  0.00017667
         814   19.0356679   33.4910371  0.19938999  0.00030667
        1082   19.2461155   33.4009176  0.06868666  0.00025000
         242   18.9587500   33.3378611 -0.00064058  0.00003349
        1078   19.1055000   33.4639444 -0.00063737  0.00001126
        1543   19.3531876   33.3849505  0.17558999  0.00021667
        1006   19.1800497   33.4235578  0.10217000  0.00027333
         389   18.9325123   33.3295928  0.06890666  0.00013000
         828   19.2281481   33.5191661  0.08575667  0.00020333
         181   19.1179758   33.5254575  0.09870333  0.00021333
         254   19.2309167   33.4787222 -0.00068212  0.00003311
         524   19.3300427   33.4005200  0.02433333  0.00014000
        1260   19.1643750   33.3118056 -0.00067728  0.00003916
         509   19.3006667   33.4707222 -0.00062471  0.00002272
          94   19.2170833   33.4641389 -0.00062454  0.00001016
         821   19.0887500   33.4718333 -0.00061725  0.00002528
         765   19.2349116   33.2312096  0.09894667  0.00030333
        1055   19.0567500   33.3580556 -0.00072010  0.00004695
         699   19.3391385   33.4329254  0.07626667  0.00026000
         737   19.1061250   33.4084167 -0.00063702  0.00001109
         522   19.2099940   33.5538664  0.08760000  0.00043333
        1370   19.1582921   33.3472623  0.04940000  0.00030333
         514   19.0215833   33.4881667 -0.00070872  0.00001674
         956   18.9550778   33.5357425  0.06316000  0.00030333
        1064   18.9364909   33.6445641  0.09449000  0.00020000
         306   19.3065100   33.6291988  0.17887333  0.00027667
        1332   19.2517430   33.3441564  0.13885333  0.00014667
        1174   19.1726077   33.3092285  0.06660000  0.00017333
         511   19.0307083   33.2581944 -0.00065089  0.00001058
         648   19.1674741   33.5848874  0.11087000  0.00024000
        1181   18.9455435   33.5179298  0.12364000  0.00023333
         911   19.0637083   33.3209167 -0.00061926  0.00003980
        1627   18.9872217   33.4050198  0.04775667  0.00034333
         835   18.9645000   33.3840833 -0.00072612  0.00002663
         760   19.0781080   33.5153632  0.10537333  0.00022000
         838   19.0960780   33.5152306  0.04975667  0.00011667
         117   19.2507448   33.2858317  0.03604000  0.00027333
        1391   18.9755263   33.2081544  0.10613333  0.00021667
         162   19.3242550   33.6372073  0.07219333  0.00013000
        1310   19.2276667   33.4873333 -0.00064163  0.00000951
         693   19.3032734   33.5958593  0.04780000  0.00011000
         836   19.0830444   33.4316933  0.12386667  0.00013000
         351   19.1125417   33.4097778 -0.00066686  0.00001885
         307   19.2517719   33.5279920  0.03793667  0.00017667
        1324   19.1058510   33.4287987  0.16882333  0.00038000
        1114   19.1028517   33.5830436  0.11770000  0.00017333
         400   19.2606250   33.5278333 -0.00065383  0.00001513
          53   19.1373450   33.2739380  0.12379000  0.00022000
          57   19.3143359   33.4176079  0.11837666  0.00014667
         624   18.8947924   33.3493010  0.17968333  0.00019333
        1300   18.9044737   33.2832646  0.05045667  0.00011667
        1065   19.2114383   33.3745832  0.04925000  0.00011333
         857   19.3257329   33.6604756  0.06301000  0.00013333
        1385   19.0230963   33.2127543  0.16227667  0.00034667
        1058   19.0235833   33.5542500 -0.00073292  0.00001465
        1030   18.9789060   33.4648915  0.05642667  0.00019333
        1363   19.1459167   33.3482778 -0.00056917  0.00001608
        1447   19.1982399   33.5007223  0.05777000  0.00019000
          13   19.1117083   33.3458889 -0.00065846  0.00002947
         893   19.2078750   33.4988333 -0.00062095  0.00003840
        1405   19.0601983   33.3479371  0.14139000  0.00027667
         987   19.2303366   33.6041147  0.12455667  0.00027000
        1599   18.9669732   33.3284140  0.16186666  0.00017333
        1383   18.8953234   33.4914072  0.17184000  0.00033000
        1307   19.0939271   33.4943941  0.10441000  0.00014333
         525   18.8899920   33.2220135  0.04076333  0.00011000
         610   19.2961319   33.2993127  0.07151333  0.00013333
        1287   19.2731839   33.3403137  0.24554333  0.00046667
        1194   19.1258594   33.5326545  0.07593333  0.00013000
        1407   19.2659853   33.5932809  0.06240333  0.00020000
        1096   18.9720161   33.6496100  0.16987333  0.00024667
        1397   18.9466397   33.3205488  0.08386666  0.00013000
         295   18.9613243   33.5322011  0.07824667  0.00010333
         212   19.2744167   33.4659444 -0.00058366  0.00001003
         446   19.2738655   33.5140942  0.13630000  0.00021667
         293   18.9373440   33.4142405  0.18176667  0.00022667
          33   19.0748169   33.3835143  0.05652333  0.00013333
        1560   19.1065000   33.5300556 -0.00060455  0.00001250
        1581   18.9393336   33.2435297  0.10583667  0.00022000
        1505   19.2821388   33.6593500  0.07633334  0.00021667
         155   19.1657497   33.6224647  0.09830000  0.00017333
         842   19.1857500   33.4773333 -0.00064127  0.00001691
         834   19.1741595   33.2003768  0.11810000  0.00052000
         495   18.9772855   33.3458390  0.20032001  0.00021333
         142   19.2103083   33.3543313  0.09966667  0.00021667
        1286   19.0725970   33.5175861  0.07399666  0.00016333
        1352   18.9173688   33.6503182  0.13740334  0.00017000
         713   19.0660935   33.4598444  0.04326333  0.00023000
         185   19.0013619   33.4682500  0.05803000  0.00014667
        1530   19.2297668   33.5844945  0.08820000  0.00013000
         953   19.2787331   33.2538514  0.13220000  0.00021667
         609   19.1939167   33.5296389 -0.00067244  0.00003989
        1416   19.3034927   33.6154002  0.05138334  0.00018333
         512   19.1795147   33.5694294  0.07453000  0.00020000
        1269   19.1972560   33.2704824  0.07541667  0.00015667
        1410   19.1848335   33.5153506  0.07435333  0.00026000
         845   19.1962313   33.2945221  0.14782000  0.00020333
        1063   19.0253723   33.6108200  0.09400667  0.00014333
        1525   19.2104167   33.5054722 -0.00066944  0.00000893
        1444   18.8876528   33.4579388  0.05883000  0.00013333
        1557   19.1652083   33.2935278 -0.00064392  0.00003157
        1208   19.1256250   33.3326667 -0.00060842  0.00002318
         284   19.2447318   33.2086995  0.06873333  0.00017333
         133   19.1578046   33.2944842  0.06540667  0.00011333
        1583   19.2604653   33.3927282  0.10970667  0.00020333
         639   19.1636178   33.5205570  0.11062000  0.00018333
         655   18.9234739   33.4043720  0.02093333  0.00026000
         442   19.3275617   33.3548079  0.09397667  0.00011667
         681   19.1390417   33.4889722 -0.00066977  0.00000947
        1351   19.1261667   33.3564722 -0.00060545  0.00002310
         674   19.1692997   33.6367841  0.09386333  0.00018333
        1516   19.0423917   33.2402800  0.11782666  0.00020667
        1073   19.0828750   33.5233333 -0.00071422  0.00000837
        1016   19.0787917   33.3809444 -0.00058185  0.00000988
        1551   19.1126250   33.5098056 -0.00067281  0.00001262
        1159   19.0304583   33.5080278 -0.00067372  0.00002829
        1253   18.9219288   33.2436166  0.06852667  0.00014000
        1223   19.0186082   33.3073438  0.09956000  0.00024333
         405   19.1371223   33.4621247  0.10743333  0.00021667
         535   19.2140960   33.5032328  0.10537000  0.00014333
         547   19.0873750   33.4765556 -0.00066204  0.00001682
        1023   19.2727784   33.5516522  0.08021333  0.00031667
         957   19.3040029   33.4972668  0.19677000  0.00030333
        1141   19.0460417   33.4926389 -0.00058973  0.00001801
        1350   18.9751250   33.4338333 -0.00065410  0.00003544
        1014   18.9641250   33.3367778 -0.00065583  0.00004281
        1202   19.0893750   33.4098333 -0.00062280  0.00001650
         531   18.9530000   33.4023333 -0.00062990  0.00002533
        1220   19.2068680   33.2634649  0.19140667  0.00026000
          34   19.2076053   33.5793553  0.09529000  0.00015667
        1196   19.2156667   33.4822222 -0.00064478  0.00000966
         310   19.1176703   33.5409962  0.10787667  0.00015667
         534   19.3072515   33.5412624  0.05916667  0.00012000
        1175   19.0828333   33.3037222 -0.00056244  0.00001052
        1629   19.1780394   33.5013067  0.05788000  0.00018333
         849   18.9604167   33.4938611 -0.00066184  0.00001859
         638   19.2114193   33.4957561  0.13965334  0.00018667
          95   19.2404946   33.2803460  0.10561000  0.00030333
         833   18.9730420   33.3645437  0.07956666  0.00013000
         380   19.2665417   33.3353056 -0.00058605  0.00000981
        1256   19.1579758   33.5237778  0.09958667  0.00014333
         678   19.1527262   33.2538754  0.02972667  0.00022000
         418   18.9102395   33.2404130  0.16739000  0.00027667
         766   19.2613140   33.3671261  0.12393333  0.00039000
        1136   18.9714795   33.4027715  0.08233333  0.00021667
         136   18.9645000   33.3840833 -0.00065848  0.00004401
         292   19.0576370   33.2059727  0.04875000  0.00021667
         296   18.9690833   33.4155833 -0.00066194  0.00001553
        1130   19.0991493   33.3237223  0.06838000  0.00030667
        1394   19.2648363   33.5860847  0.04923000  0.00019000
         732   19.1383064   33.3916067  0.21231334  0.00021333
        1449   18.9543327   33.4314348  0.06192667  0.00011667
        1197   19.1065417   33.5208333 -0.00072576  0.00001572
         986   19.3231863   33.4786660  0.04542000  0.00025667
        1392   19.2185198   33.5067771  0.06866000  0.00010333
         837   18.9972971   33.2498923  0.10756667  0.00021667
         462   19.0483333   33.4599722 -0.00063623  0.00001276
          11   18.9463792   33.4229465  0.05433333  0.00030333
        1303   18.9102917   33.4145000 -0.00062766  0.00001429
        1459   19.1196250   33.4113333 -0.00059663  0.00001692
        1465   18.8979868   33.5660694  0.10111000  0.00017333
        1111   18.9833424   33.5806598  0.05968667  0.00011667
         792   19.1036163   33.3553059  0.07173666  0.00012667
         326   19.1743603   33.3293590  0.09384666  0.00016333
         332   19.1786608   33.2518614  0.13990000  0.00030000
         317   19.1519254   33.3281001  0.11837000  0.00018333
        1338   19.2400417   33.5096111 -0.00061965  0.00002475
         329   19.0823830   33.5718031  0.24439667  0.00021667
         523   19.1397427   33.4015887  0.07823333  0.00017333
         963   18.9430833   33.4520556 -0.00069026  0.00000875
        1575   19.2571771   33.4657925  0.14713334  0.00039333
         256   19.2180417   33.3676111 -0.00060850  0.00004443
         843   18.9227405   33.2553259  0.04953333  0.00017333
         469   19.3220222   33.4260204  0.12267000  0.00017000
         100   19.0267078   33.2376348  0.11830334  0.00015667
         977   19.2962500   33.4576389 -0.00058171  0.00004714
         177   18.9767083   33.3464167 -0.00060026  0.00000962
         491   18.9467901   33.5784078  0.11233333  0.00017333
         770   19.0017917   33.3857778 -0.00072352  0.00002879
         592   18.9628261   33.4211164  0.03066000  0.00022000
         532   19.0827500   33.3112778 -0.00058352  0.00000858
         975   19.1333750   33.3268611 -0.00059085  0.00000932
        1597   19.2036250   33.4806389 -0.00063435  0.00002137
        1040   19.3394767   33.5934589  0.24417667  0.00053000
        1450   18.9464583   33.4680556 -0.00073547  0.00002154
         105   18.9240833   33.4161944 -0.00064967  0.00001671
         769   18.9126674   33.2728518  0.14383334  0.00026000
        1015   19.3428431   33.5281020  0.13760333  0.00022667
        1134   19.1405000   33.4833889 -0.00065839  0.00001116
         478   18.8867548   33.4710510  0.05247333  0.00029333
         664   18.8932117   33.6710239  0.10956334  0.00037333
         376   19.0609647   33.4192534  0.11280000  0.00013000
         178   19.2821175   33.6107362  0.10136667  0.00018333
        1617   18.8908741   33.4608789  0.06639333  0.00020000
        1612   19.3145444   33.4337223  0.10177334  0.00013333
        1321   19.0034422   33.2023840  0.08353333  0.00017333
         459   19.1793826   33.6325299  0.10223334  0.00036000
        1133   19.0546148   33.5887669  0.03126667  0.00013000
        1070   19.2114583   33.5288889 -0.00061673  0.00001563
          31   19.2281486   33.5060894  0.08633333  0.00026000
         174   19.1258084   33.6034361  0.13533001  0.00018667
         791   18.9316321   33.3157252  0.10880000  0.00017333
        1441   19.0832240   33.4869230  0.05091667  0.00020667
         465   19.1660417   33.4695833 -0.00066214  0.00001655
         168   18.9237083   33.5438056 -0.00067084  0.00001216
         718   19.3111987   33.2552578  0.07904667  0.00030333
         348   19.0449552   33.6252209  0.06913333  0.00017333
