# ID RA(J2000) DEC(J2000) Z E_Z
         902  295.5331776   40.3910551  0.08756667  0.00039000
        2370  295.2319600   40.1355300  0.00000763  0.00000167
        1210  295.0825037   40.2315459  0.17184000  0.00033000
        1214  295.5059152   40.0235683  0.13220000  0.00021667
        1196  295.4448300   40.1673100  0.00003933  0.00003377
        2310  295.0819173   40.1071335  0.17968333  0.00019333
        1249  295.5091200   40.0378300 -0.00000690  0.00000133
        1576  295.5374200   40.1489200 -0.00005293  0.00000073
        1326  295.3507748   40.2618965  0.07875667  0.00017000
        1888  295.3211758   40.3497093  0.22390001  0.00034667
        1105  295.3241372   40.3335245  0.17986667  0.00056333
         676  295.2778300   40.1741900  0.00001167  0.00000083
        1030  295.5403356   40.0614370  0.07077666  0.00015333
        2157  295.2507900   40.0926700 -0.00009527  0.00000590
         977  295.3045800   40.2056900  0.00000977  0.00000133
        2091  295.3576200   40.0439400 -0.00019510  0.00000150
         662  295.3962538   40.2448047  0.08563667  0.00015333
         513  295.2450595   40.2731753  0.11096667  0.00017333
        1053  295.1129976   40.0346351  0.11500000  0.00030667
        1066  295.2782726   40.2544653  0.07399666  0.00016333
        1650  295.2718300   40.2345000  0.00001083  0.00000060
        1172  295.5801658   40.2871703  0.07280000  0.00017333
        1264  295.5527874   40.0418093  0.13893667  0.00020667
        1549  295.3832900   40.3372200  0.00005607  0.00000043
         473  295.4672500   40.3189400 -0.00002837  0.00000017
        1350  295.3761200   40.2560300  0.00000590  0.00000080
        2066  295.5330157   40.3229926  0.04780000  0.00011000
         785  295.2547500   40.2888100  0.00000760  0.00000170
        2115  295.3276200   40.1931100  0.00000720  0.00000757
        2276  295.4698300   40.0739700 -0.00029943  0.00000073
        1428  295.5167100   40.3619400 -0.00005310  0.00000217
         215  295.3290000   40.2549400 -0.00007397  0.00000103
        1325  295.3433700   40.1862200  0.00000567  0.00000067
        1174  295.3236778   40.3694267  0.01917000  0.00015667
         672  295.3411200   40.1968300  0.00001157  0.00000040
        1802  295.4430000   40.0351100  0.00003433  0.00000077
        1291  295.1139018   40.3902434  0.10747667  0.00018333
        1082  295.3143449   39.9987565  0.04074667  0.00035000
        1515  295.2497814   40.1882083  0.12242000  0.00025000
         429  295.4166846   39.9883530  0.15747666  0.00018667
        2093  295.3601200   40.2172800  0.00000533  0.00000047
         150  295.1444771   40.0401613  0.16458000  0.00019333
        1092  295.2667875   40.2852870  0.12776667  0.00021667
        1660  295.1456700   40.3687200 -0.00003217  0.00000070
        1829  295.3817100   40.3331100 -0.00000410  0.00000267
        1491  295.1482404   40.0907080  0.07941667  0.00007000
        1164  295.4972060   40.1557664  0.17657000  0.00013333
        2114  295.2281200   40.3015800 -0.00000803  0.00000060
        1641  295.1572100   40.2458900 -0.00007053  0.00000067
        1187  295.5065000   40.2159400 -0.00008907  0.00000323
        1475  295.4746700   40.2738100 -0.00015477  0.00000237
         792  295.1393207   40.0534796  0.11348667  0.00020333
        1039  295.4344325   40.3221441  0.09678000  0.00024667
        1036  295.5115400   40.2516400  0.00007617  0.00000070
        2407  295.4324600   40.3656400  0.00006040  0.00000213
        1219  295.2860400   40.3336700 -0.00011673  0.00000160
         532  295.3824200   40.2373900 -0.00007263  0.00000067
          22  295.2130400   40.2066900  0.00001183  0.00000190
         575  295.0911794   39.9902474  0.18102001  0.00032667
        2244  295.2698700   40.2328100 -0.00009110  0.00000270
         688  295.5736977   40.3366661  0.06219000  0.00021667
        1147  295.4239600   40.2566400  0.00001710  0.00000157
          67  295.3449600   40.2556100  0.00000207  0.00000153
        1842  295.2743700   40.2084200  0.00000753  0.00000037
        1729  295.3137500   40.1048100 -0.00001723  0.00000040
          39  295.3610454   40.3588921  0.08115333  0.00016000
        1423  295.2091680   40.1571225  0.15430000  0.00021667
        2288  295.4634064   40.2579582  0.08316000  0.00012667
        1100  295.4525929   40.1760954  0.07526667  0.00010000
        2191  295.3836700   40.0220000 -0.00012197  0.00000070
        1035  295.0979226   40.3655073  0.06679333  0.00014000
         108  295.4575356   40.1761519  0.09532000  0.00027333
        1523  295.4053700   40.0102500 -0.00013510  0.00000067
        1969  295.4777500   40.0245300  0.00001340  0.00000010
        1459  295.2852100   40.1645600  0.00001450  0.00000043
         843  295.1666053   40.1539463  0.08233333  0.00021667
         894  295.5183300   40.0909200 -0.00003557  0.00000113
         562  295.3312900   40.0181700 -0.00018760  0.00000310
        1478  295.2159009   40.2401632  0.12733333  0.00026000
         551  295.5703524   40.1519969  0.08551000  0.00017333
          93  295.1730170   40.1041025  0.20032001  0.00021333
         725  295.5463504   40.1950169  0.17791334  0.00025667
        2078  295.2430000   40.1888600 -0.00020153  0.00000180
        1378  295.3050000   40.2490800  0.00001137  0.00000093
        1954  295.3102100   40.1704700  0.00000013  0.00000130
         873  295.4739547   39.9902125  0.08629000  0.00023000
        1182  295.2729600   40.1412200  0.00000863  0.00000067
        1257  295.2456141   39.9754196  0.09920666  0.00023000
        1800  295.5801210   40.1758296  0.13501666  0.00016333
        1884  295.2583700   40.1445800 -0.00003550  0.00000010
         389  295.1594200   40.0847200  0.00000603  0.00000123
         187  295.2042900   40.0939400 -0.00003980  0.00000060
         874  295.3777900   40.0370000 -0.00004820  0.00000427
        1645  295.1554200   40.3219400 -0.00001400  0.00000027
         158  295.3208700   40.1763300  0.00000867  0.00000063
        2195  295.1486700   40.0330800 -0.00029013  0.00002460
        1140  295.3180400   40.2087800  0.00000993  0.00000240
         529  295.4311910   40.3230181  0.09596667  0.00014333
        1310  295.3090800   40.1911900 -0.00000357  0.00000223
         832  295.1382294   40.1745495  0.08948000  0.00050333
         431  295.3791700   40.1003600  0.00001827  0.00000020
         639  295.2373286   40.1647612  0.18140000  0.00039000
          44  295.5230400   40.1313300 -0.00010867  0.00001950
        1978  295.3957100   40.2410000  0.00002210  0.00000133
        2220  295.2972900   40.1260000  0.00000913  0.00000053
        2378  295.3339600   40.1348100  0.00000520  0.00000133
        1584  295.1654600   40.2311900 -0.00014500  0.00000170
         926  295.4338068   40.2313355  0.10447333  0.00024000
         625  295.3098059   40.1503233  0.06164000  0.00060667
         236  295.3240000   40.1544200  0.00000560  0.00000347
        1229  295.5266879   40.0738385  0.06028333  0.00014667
         624  295.2236073   39.9875883  0.16227667  0.00034667
        2365  295.5672900   40.2406100 -0.00007307  0.00000217
         516  295.4393700   40.1474400  0.00004437  0.00000137
        1107  295.3532456   40.0667839  0.12119666  0.00022000
         687  295.3141320   40.2206908  0.08947334  0.00013333
        1799  295.3346200   40.2269400  0.00002653  0.00000087
         164  295.3916112   40.3859461  0.07682667  0.00013000
        1684  295.3247100   40.1029700  0.00000970  0.00000233
        1142  295.3316200   40.2590300  0.00000640  0.00000243
         940  295.4785291   40.3745045  0.16746667  0.00017333
        2252  295.3594329   40.1007104  0.11774334  0.00017000
        1948  295.5001565   40.3086702  0.21178667  0.00029000
        2126  295.2939200   40.2142200  0.00001200  0.00000287
        1796  295.2584600   40.1078100  0.00000853  0.00000030
         145  295.4796345   40.3696160  0.09817000  0.00022667
        2112  295.5661700   40.2947200  0.00000557  0.00000043
        2000  295.4351670   40.3357593  0.18976000  0.00023333
        1521  295.3365400   40.3331700  0.00000863  0.00000040
         657  295.5806181   40.0102033  0.06849667  0.00011000
          80  295.2702780   40.2281243  0.05658333  0.00017000
         151  295.1470160   40.2553738  0.15774333  0.00025667
        1640  295.1980400   40.0556700  0.00001747  0.00000073
        1682  295.4491200   40.3146900  0.00000783  0.00000267
         469  295.3634717   40.2266055  0.11033000  0.00026333
         933  295.2104922   40.0067938  0.06086000  0.00016333
         855  295.3654200   40.2287200  0.00001563  0.00000023
         271  295.1113700   40.3733900  0.00000710  0.00000167
        1564  295.2561700   40.1205000 -0.00004413  0.00000037
        1795  295.3332900   40.1407200 -0.00008400  0.00000087
        1791  295.3379448   40.1433148  0.08910000  0.00013000
        1728  295.2417464   40.2398644  0.10467333  0.00021333
         185  295.3957192   39.9889261  0.11577667  0.00020000
        1058  295.2915000   40.1245600  0.00000867  0.00000090
        1246  295.4082900   40.3229700  0.00000930  0.00000097
         628  295.4411762   39.9950157  0.06993333  0.00030333
        1809  295.2446700   40.2381900  0.00000460  0.00000067
        1387  295.2775654   40.3327547  0.10766666  0.00052000
        2281  295.4393300   40.1360800 -0.00008947  0.00000107
        2405  295.5542900   40.1733600  0.00000697  0.00000073
        1967  295.1887900   40.3586900 -0.00019950  0.00000180
        2333  295.5526110   40.0448297  0.05874667  0.00012667
        1524  295.2971200   40.2865800 -0.00014493  0.00000943
        1133  295.0988300   40.3746400 -0.00004413  0.00000330
        1040  295.3952148   40.2567990  0.19037333  0.00042333
        2393  295.3247472   40.1189764  0.07470000  0.00030333
         619  295.4890400   40.2342200 -0.00001197  0.00000033
          18  295.5854404   40.3848703  0.10530000  0.00021667
          16  295.3257443   40.2211178  0.20162000  0.00031667
        1916  295.3877765   40.2137047  0.09573667  0.00013333
         111  295.3890800   40.1166900  0.00005280  0.00000173
        2382  295.3913037   40.3787363  0.13157333  0.00013333
         693  295.5271200   40.0142200  0.00005947  0.00000060
        1351  295.1866200   40.1123100 -0.00000940  0.00000023
         837  295.2460294   40.2847987  0.13630000  0.00021667
         652  295.4982500   40.0834200  0.00000610  0.00000020
         767  295.1212100   40.2061900 -0.00005347  0.00000320
         299  295.4264846   40.2711231  0.02573333  0.00008667
         170  295.1763634   40.1460598  0.07706667  0.00013000
         395  295.3627100   40.0432200 -0.00005573  0.00000157
        1119  295.4912900   40.2390600  0.00000717  0.00000080
         966  295.2181200   40.0744700 -0.00001033  0.00000057
          19  295.5220000   40.0789400 -0.00043487  0.00000077
        1452  295.3087251   40.1051154  0.13123333  0.00026000
         265  295.1642509   40.2721198  0.05559333  0.00021667
         952  295.2035800   40.1046100  0.00001857  0.00002493
         738  295.1427511   40.3746302  0.12461000  0.00020000
         684  295.5341200   40.1904200 -0.00006857  0.00000233
         255  295.2139600   40.2447800 -0.00009567  0.00001427
        2317  295.2287900   40.0205800 -0.00002670  0.00000060
        2411  295.3022500   40.3642200 -0.00013063  0.00000057
        1136  295.3194183   40.0819163  0.12984666  0.00017667
        1237  295.5122969   40.3556116  0.12165333  0.00028333
        1582  295.3730400   40.1527200  0.00000510  0.00000050
        2085  295.2954200   40.2244400  0.00000663  0.00000090
         276  295.5012100   40.0942800 -0.00001213  0.00000150
        1552  295.3994600   40.1743300  0.00000177  0.00000107
        1181  295.0884490   40.1493383  0.07531333  0.00036667
         157  295.2843585   40.2525191  0.10537333  0.00022000
         283  295.1143700   40.1780300  0.00005907  0.00000063
         144  295.2913300   40.1588100 -0.00010653  0.00000347
        2361  295.4866788   40.1227391  0.12393333  0.00039000
        1894  295.3491700   40.0159700  0.00000910  0.00000083
         118  295.5512900   40.1440600  0.00003537  0.00000023
        1538  295.5786003   40.0387950  0.07360000  0.00017333
        1412  295.5847439   40.1622968  0.11640000  0.00017333
         165  295.5007900   40.2053300  0.00000603  0.00000027
        1337  295.2432500   40.0613900  0.00012117  0.00000110
        2017  295.1973553   40.3109481  0.06195667  0.00016333
         586  295.4937127   40.2004506  0.08453666  0.00010333
        2219  295.2774200   40.1721100  0.00000987  0.00000177
        1370  295.1346024   40.3823389  0.15677333  0.00017333
         976  295.2800507   40.2534147  0.09765667  0.00030667
        2374  295.4306700   40.2746100 -0.00013310  0.00000067
          59  295.4380005   40.0539540  0.07738333  0.00014000
         898  295.5013869   40.3261196  0.10257667  0.00041000
         426  295.3114600   40.2528900  0.00001287  0.00000033
        1438  295.3380128   40.2504262  0.06294000  0.00017000
        2398  295.3113700   40.3517200 -0.00018383  0.00000127
         955  295.4787003   40.3891022  0.08396666  0.00017333
        1472  295.3676200   40.1830000  0.00001660  0.00000117
         474  295.2423293   40.0584993  0.12626667  0.00017333
         943  295.5874764   40.1651096  0.14590000  0.00021667
        1143  295.5660313   40.1443584  0.07901000  0.00022000
           0  295.3856749   40.3247345  0.22266333  0.00030000
         366  295.3176300   40.1743600  0.00001260  0.00000113
        1150  295.4512500   40.1708300  0.00001237  0.00000080
        1447  295.4222309   40.2855925  0.10924000  0.00016000
         614  295.3249600   40.1947800  0.00000577  0.00000317
        1627  295.1176439   40.0496480  0.07745667  0.00018667
        1135  295.0828694   40.3455122  0.07496667  0.00024000
         497  295.2345000   40.3419400  0.00007783  0.00000133
         394  295.4315994   40.1292678  0.04925000  0.00011333
        1905  295.3433300   40.2351900  0.00001293  0.00000340
        1603  295.5668952   40.3018832  0.14474666  0.00027667
        1360  295.1206551   40.1279979  0.11686666  0.00021667
        1823  295.2602500   40.2143600 -0.00000777  0.00000137
        1817  295.2427345   40.3708636  0.03176333  0.00026333
         691  295.4968830   40.2791169  0.10037667  0.00028333
         569  295.3154200   40.0700000  0.00001107  0.00000047
        1185  295.5865215   40.0626975  0.23284334  0.00033333
         815  295.2890796   40.3019316  0.24439667  0.00021667
        1908  295.3377500   40.3693300  0.00000737  0.00000113
         753  295.0736717   40.3029698  0.03540333  0.00036333
         671  295.4548037   40.0788694  0.10360000  0.00017333
        2395  295.2898099   40.1792670  0.12386667  0.00013000
         540  295.3262578   40.3159528  0.05127333  0.00012000
        1468  295.2039600   40.0981400  0.00000180  0.00000273
        1590  295.0822385   40.1337655  0.08052000  0.00026333
         990  295.5310800   40.0104400 -0.00005530  0.00001103
         149  295.1487100   40.0843900  0.00000863  0.00000097
         330  295.2446200   40.1770000 -0.00017723  0.00000003
         629  295.3229200   40.2237800  0.00000813  0.00000037
        1974  295.5074200   40.3071100  0.00005927  0.00000020
        1972  295.4205914   39.9975622  0.10011333  0.00011333
        1700  295.4262900   40.1520600  0.00000340  0.00000040
         797  295.4443476   39.9823749  0.08532333  0.00015667
        1835  295.2009459   40.0613330  0.06656667  0.00015333
        1879  295.5347736   40.1205221  0.08681000  0.00023000
        1964  295.2478794   40.2657055  0.13624667  0.00028333
         973  295.3755400   40.2566100 -0.00006697  0.00000830
        1057  295.2008323   40.0821203  0.05087000  0.00016333
         759  295.4344600   40.0979700  0.00001180  0.00000120
        1534  295.5028518   40.1416973  0.19231667  0.00039333
         918  295.5649600   40.0560300  0.00000077  0.00000067
         318  295.3607900   40.1949400  0.00000517  0.00000073
         927  295.5520800   40.2911100 -0.00004063  0.00000027
        2186  295.4713700   40.3516100 -0.00016757  0.00000210
        1953  295.5056671   40.3628835  0.12179667  0.00009000
         935  295.3874683   40.3491727  0.06035667  0.00011333
         800  295.1514418   40.2719531  0.09164666  0.00014333
         374  295.4785800   40.2787200 -0.00014987  0.00001323
         904  295.3335400   39.9999400 -0.00000353  0.00000073
        1272  295.5771173   40.3728656  0.16890000  0.00017333
        1963  295.2249674   40.1135907  0.05787667  0.00014333
         301  295.2564796   40.1194014  0.08770000  0.00021667
        2006  295.3343123   40.2329830  0.07268666  0.00016333
         293  295.1095249   40.0292163  0.15710667  0.00020000
        2107  295.3644355   40.2976368  0.06046667  0.00013000
        2181  295.2990648   40.3105677  0.06872334  0.00014333
        1539  295.3012100   40.1959200  0.00001507  0.00000233
        1958  295.2672900   40.1731700  0.00000397  0.00000173
        1949  295.1996012   40.0078242  0.06606667  0.00034667
         156  295.3985482   40.0749149  0.07824667  0.00013000
        1401  295.3731200   40.3515600  0.00001267  0.00000013
        1519  295.3660000   40.1487800  0.00001387  0.00000217
        2037  295.2857160   40.0566416  0.06865000  0.00014000
        1157  295.3938278   40.1359749  0.06552666  0.00014000
        1563  295.1550977   40.0870415  0.09016000  0.00013333
        2166  295.5774578   40.3689634  0.17221667  0.00018667
          36  295.2455400   40.1035800  0.00004817  0.00000083
         501  295.4467900   40.2657800 -0.00018610  0.00000053
        2394  295.3794600   40.1808300  0.00000513  0.00000003
         378  295.2624600   40.0518100  0.00000840  0.00000050
         202  295.2160904   40.2172530  0.07967333  0.00010000
        1206  295.3471371   40.2590838  0.13928333  0.00020000
         814  295.1256700   40.3425600  0.00000323  0.00000037
         617  295.5233012   40.2344376  0.09653334  0.00017333
         704  295.2686444   40.3856487  0.06574333  0.00014000
         673  295.1265000   40.0690300 -0.00010130  0.00000057
         495  295.1138189   40.3895339  0.11562000  0.00025000
        1528  295.3315400   40.2711400  0.00000893  0.00000017
         139  295.3612500   40.1454200  0.00001130  0.00000270
        1464  295.3314974   40.2477062  0.16499667  0.00021667
        2272  295.4285400   40.1766900 -0.00005810  0.00000080
        1328  295.2281200   40.1431900  0.00000817  0.00000040
          52  295.2013300   40.0413600  0.00000783  0.00000093
        1344  295.3133300   40.2527500 -0.00004543  0.00000477
        1956  295.2565125   40.2829542  0.02574333  0.00026333
        1605  295.0906219   40.2021086  0.05110000  0.00008667
         450  295.3097500   40.1906100  0.00001000  0.00000137
         726  295.2411200   40.1615300 -0.00019623  0.00000423
        1933  295.2654467   40.3878809  0.03183000  0.00022667
        1636  295.1279663   40.3656331  0.09449000  0.00020000
        1615  295.0802727   40.2438830  0.06503333  0.00026000
        1804  295.2743460   40.3449632  0.05555667  0.00045667
        1408  295.1859200   40.2144700  0.00000897  0.00000147
        1175  295.2507500   40.1816400  0.00001763  0.00000137
         593  295.5287500   40.2019200 -0.00000790  0.00000020
           6  295.2982900   40.0804200  0.00007040  0.00000050
        1825  295.1610927   39.9919822  0.14027333  0.00021667
        1769  295.4458700   40.1300000 -0.00017297  0.00000343
         446  295.5881376   40.1383442  0.17558999  0.00021667
         852  295.5150000   40.1572200  0.00003693  0.00000080
        1186  295.2214448   40.3029786  0.10277667  0.00027333
        1747  295.5287900   40.3069700  0.00000847  0.00000117
          41  295.1190800   40.0923100 -0.00003383  0.00000213
         749  295.4912754   40.3663190  0.08641667  0.00013333
        2204  295.1389200   40.3206700  0.00003710  0.00000210
        1199  295.4508990   40.2194238  0.03578333  0.00020000
         321  295.1542100   40.3129700 -0.00052267  0.00000017
        2328  295.4902500   40.1890300 -0.00000320  0.00000097
         921  295.2126300   40.3779099  0.09428333  0.00027667
          43  295.4730400   40.3691900 -0.00020340  0.00000023
        1056  295.3745800   40.2513100  0.00009367  0.00002323
         869  295.5177177   40.3784309  0.09927333  0.00015667
         599  295.3156200   40.1933300  0.00000497  0.00000060
        1614  295.2332500   40.1516900 -0.00007877  0.00000910
         470  295.1393401   40.3077140  0.11233333  0.00017333
         939  295.1986141   40.3794603  0.05590000  0.00013000
        2287  295.5760394   40.3881675  0.08963333  0.00017333
        1932  295.5327500   40.1352200 -0.00002407  0.00000050
        1406  295.3168755   40.2926847  0.11957333  0.00014000
        1215  295.3361200   40.2210800  0.00001050  0.00000087
         277  295.4108700   40.0767800 -0.00005847  0.00000047
        1814  295.3874200   40.3589700 -0.00004323  0.00000037
        1561  295.3177500   40.2651900  0.00000780  0.00000067
         997  295.2477468   40.3486984  0.06913333  0.00017333
        2268  295.3580400   40.2145300  0.00000637  0.00000200
        1163  295.2578300   40.2503300 -0.00013063  0.00000060
        1456  295.5487086   40.0760958  0.11262666  0.00024667
         175  295.4918374   40.3207352  0.06240333  0.00020000
        1526  295.1396239   40.2312977  0.09964667  0.00012667
         829  295.4383300   40.1536900  0.00000617  0.00000113
           5  295.1517100   40.1477200  0.00000383  0.00000060
          87  295.3947159   40.2402128  0.05788000  0.00018333
        1482  295.5659959   40.1156224  0.09910667  0.00020000
        2163  295.4348849   40.3530059  0.07218000  0.00018667
        1771  295.0854450   40.2969119  0.10111000  0.00017333
         957  295.3012664   40.0180903  0.08040334  0.00022000
        2058  295.4251200   40.3314700 -0.00011043  0.00000033
         741  295.4061265   40.0734932  0.09491666  0.00007333
        1146  295.5782339   40.1601305  0.09719333  0.00028333
        1644  295.3032900   40.2066400  0.00000930  0.00000017
        2040  295.4209200   40.1532200  0.00001503  0.00001740
         959  295.2842504   40.0885169  0.09384000  0.00017667
         205  295.2884200   40.1538600 -0.00006443  0.00000087
        1805  295.3279600   40.1842500  0.00001213  0.00000027
        1379  295.1596200   40.2225300 -0.00001687  0.00000060
          92  295.2991700   40.0187200  0.00000627  0.00000177
         776  295.2984878   40.0297319  0.12368000  0.00017667
        2155  295.4970682   40.0058540  0.09650000  0.00021667
         879  295.2381404   40.0400848  0.10390000  0.00013000
         388  295.2329200   40.1679700  0.00000693  0.00000133
        1020  295.2298070   40.3251619  0.08602000  0.00010000
         325  295.1949600   40.2496400 -0.00008523  0.00001827
        1025  295.1678083   40.0063236  0.04925000  0.00011333
        2304  295.4973300   40.1038100 -0.00009707  0.00000063
         546  295.3382100   40.2898100  0.00000983  0.00000150
        2025  295.3729084   40.1053486  0.04940000  0.00030333
        1630  295.1752681   40.1249484  0.13074334  0.00030667
        2050  295.3007100   40.1681700  0.00000537  0.00000163
        2080  295.4233222   40.1606253  0.06037000  0.00016000
        1445  295.5354748   40.3256838  0.24030000  0.00030333
         590  295.5044200   40.2669700  0.00001237  0.00000180
        1900  295.2006017   40.0232755  0.13391334  0.00044333
        1284  295.5620000   40.2375300 -0.00003867  0.00000023
        1858  295.4577519   40.2406620  0.13568000  0.00031333
         405  295.4903700   40.0024400  0.00000860  0.00000117
        2235  295.4149600   40.2849200 -0.00001047  0.00000087
        1556  295.4912005   40.2712386  0.18514334  0.00016333
         866  295.1535191   40.2552836  0.07945000  0.00014667
        1623  295.3163300   40.2626900  0.00000957  0.00000097
        2087  295.0789157   40.0134133  0.07260333  0.00019333
        2004  295.3241607   39.9967924  0.05835333  0.00017333
         888  295.2169200   40.1992800 -0.00017363  0.00000013
         743  295.1270029   40.3704311  0.11310667  0.00017000
        1266  295.4055800   40.3398300  0.00001353  0.00000107
        1982  295.4034600   40.1508600  0.00012653  0.00000037
           2  295.2869600   40.2501700 -0.00005120  0.00000257
         765  295.4303515   40.1115374  0.09966667  0.00021667
        1686  295.4373277   40.0502908  0.05445667  0.00018333
        1529  295.2483700   40.2805600  0.00000797  0.00000080
        1574  295.2275957   40.0093709  0.11830334  0.00015667
        1530  295.1260344   40.0260512  0.06471667  0.00027000
        2338  295.1328687   40.2522990  0.12564667  0.00037333
         793  295.3260400   40.1930000 -0.00000310  0.00000623
        1818  295.3622500   40.3287500  0.00002790  0.00000047
        1664  295.1172970   40.2831783  0.12287667  0.00022000
        1270  295.1104422   40.1278628  0.19530000  0.00030333
         722  295.4615727   40.2752454  0.05356667  0.00019000
        1760  295.3161505   40.2522363  0.23744000  0.00025667
        2202  295.1475767   40.0054993  0.06421334  0.00007667
         801  295.1518839   40.3511273  0.08476666  0.00017333
         305  295.0861128   40.0877389  0.04091333  0.00014000
        2109  295.4291245   40.0342083  0.11820000  0.00017333
         932  295.5807005   40.0642074  0.14955333  0.00031667
        1782  295.3052900   40.1322200 -0.00005193  0.00000067
         428  295.5308412   40.1421505  0.10590000  0.00019333
        1367  295.2209374   40.1665117  0.16909334  0.00030667
        1733  295.0920000   40.2902800 -0.00014273  0.00000183
        1466  295.3659895   40.1958063  0.02460000  0.00013000
        1151  295.5818534   40.1421256  0.15123333  0.00043000
        1017  295.1379633   40.2547662  0.12364000  0.00023333
        1064  295.1040000   40.2673900 -0.00009747  0.00000683
        1883  295.2437500   40.0259200 -0.00004000  0.00000167
         545  295.3909600   40.1318100  0.00000630  0.00000100
        1103  295.5015400   40.0647200 -0.00003050  0.00000023
        1727  295.3051700   40.0386900 -0.00041287  0.00000057
        1960  295.3954021   40.0218261  0.13990000  0.00030000
        2088  295.3219600   40.1909200  0.00000747  0.00000093
          99  295.4129040   40.1957410  0.06382333  0.00017333
        2027  295.3745800   40.3431900 -0.00009037  0.00000043
        1016  295.3913700   40.2167500 -0.00000580  0.00004593
        1250  295.5358711   39.9923348  0.07338667  0.00012000
        1545  295.5818750   40.2185809  0.08136000  0.00017667
        2158  295.3507100   40.0656400 -0.00001030  0.00000857
        1626  295.2637500   40.1266100  0.00001043  0.00000110
         242  295.2199600   40.1123900 -0.00003900  0.00000053
        2399  295.2366153   40.2763369  0.08841000  0.00020333
         360  295.4585599   40.2986811  0.10670000  0.00034667
         413  295.3079600   40.2584200  0.00001190  0.00000260
        2084  295.0928931   40.3553825  0.03820667  0.00010333
        1675  295.3672500   40.2600600  0.00000973  0.00000097
        2161  295.3067006   40.2047656  0.04744000  0.00013000
         653  295.3358700   40.1554200  0.00001023  0.00000133
         463  295.1973700   40.3549700 -0.00004457  0.00000007
        1012  295.5332728   40.0677908  0.05543333  0.00009667
        1342  295.5313300   40.1803100 -0.00005030  0.00000090
         608  295.3593300   40.1021100  0.00000767  0.00000210
        1336  295.4762265   40.2071939  0.24728000  0.00036000
        1716  295.4386700   40.1816700  0.00001147  0.00000100
         249  295.4660651   40.2322218  0.07072667  0.00024333
         436  295.2727996   39.9914388  0.13450000  0.00030333
        1725  295.5215800   40.1253900 -0.00003427  0.00000083
          90  295.2399528   40.2154750  0.04536667  0.00013000
        2092  295.4447826   40.1055469  0.05405667  0.00016333
        1201  295.3753428   40.0571347  0.12765333  0.00039333
        1506  295.1960279   40.0896514  0.09801666  0.00014000
        1362  295.2951832   40.0898345  0.07219333  0.00013000
         668  295.3837900   40.0495000  0.00004093  0.00000110
         908  295.2867100   40.1467800 -0.00000420  0.00000107
        1602  295.2499123   40.3713841  0.12475333  0.00030333
        2354  295.2261209   40.3360905  0.09400667  0.00014333
         380  295.4254200   40.2549200  0.00001830  0.00000210
        1376  295.1240000   40.3573100 -0.00001457  0.00000613
         307  295.3821888   40.1102910  0.10799000  0.00028333
        1604  295.1068491   40.3706707  0.13740334  0.00017000
        1731  295.1405932   39.9924845  0.06843334  0.00013000
        2125  295.4170938   40.3882771  0.08035666  0.00023000
        2127  295.3419200   40.0521400  0.00001117  0.00000170
         900  295.3732900   40.1605800  0.00001280  0.00000133
         941  295.4234200   40.2868900 -0.00009337  0.00000263
        1792  295.3404456   40.0892715  0.09942333  0.00035667
        1169  295.2120063   40.0359263  0.04213667  0.00014667
        2376  295.5371700   40.1094400 -0.00008443  0.00000327
        1265  295.4178700   40.0906400  0.00001060  0.00000127
        1460  295.3978700   40.1429700  0.00002490  0.00000093
        2105  295.3549819   40.3636829  0.06163333  0.00039000
        1642  295.1502500   40.3156100  0.00001053  0.00000133
        1121  295.1235726   40.0898792  0.06890666  0.00013000
          15  295.5568700   40.1073900 -0.00003157  0.00000070
        1904  295.4541406   40.1139038  0.16883333  0.00020000
        2400  295.2121700   40.3308600 -0.00007453  0.00000027
         858  295.2032852   40.2300088  0.20452666  0.00031667
         811  295.3747500   40.1924700  0.00001277  0.00000077
        1619  295.0980094   39.9855991  0.17477667  0.00020333
         648  295.3041700   40.3568900 -0.00003817  0.00000033
        2193  295.1878701   40.2827154  0.11896667  0.00027667
         480  295.4025800   40.2351900  0.00008717  0.00001427
        1704  295.2123897   40.0482225  0.12610000  0.00021667
         548  295.2585654   40.1665598  0.14421667  0.00027667
        2048  295.3095800   40.1700000  0.00000690  0.00000027
         631  295.1311056   40.0145318  0.10583667  0.00022000
        2073  295.5216925   40.0979272  0.06214000  0.00023000
        1416  295.1660622   40.1781420  0.09663333  0.00019333
        1077  295.3930000   40.2297500  0.00000773  0.00000170
         723  295.3804297   40.1034206  0.07470000  0.00013000
        1400  295.4400800   40.1284200  0.00000183  0.00000113
        1375  295.3230800   40.3000000 -0.00003143  0.00000107
         282  295.4971179   40.1682074  0.06348000  0.00013000
         196  295.2654266   40.1683761  0.11280000  0.00013000
        1580  295.1382756   40.3636522  0.03027000  0.00017667
        1577  295.3017500   40.2171700  0.00001397  0.00000013
         125  295.1127813   40.0248592  0.04953333  0.00017333
        1384  295.2678867   40.1959536  0.19797000  0.00020333
         585  295.4045400   40.2394200  0.00000433  0.00000017
         816  295.1755210   40.1544556  0.03752333  0.00024667
         556  295.2518700   40.0672500 -0.00008377  0.00000230
         636  295.3537900   40.1288900 -0.00012410  0.00000107
         155  295.2866505   40.1606998  0.14396666  0.00017667
        2018  295.3509856   40.1883368  0.11516333  0.00014000
